id,price_usd,price_decile
24942698,145.0,5
24945996,81.0,1
24984793,84.0,1
25013010,50.0,0
25068792,305.0,8
25132222,551.0,9
25138871,20.0,0
25212461,79.0,1
25251626,83.0,1
25281090,249.0,8
25322676,68.0,0
25418819,66.0,0
25471043,75.0,1
25479162,106.0,3
25518066,107.0,3
25679471,89.0,2
25882810,79.0,1
26098132,37.0,0
26129371,105.0,3
26160335,281.0,8
26163788,85.0,1
26189814,174.0,6
26190390,90.0,2
26276337,160.0,6
26298501,28.0,0
26339145,236.0,7
26391300,120.0,4
26410860,125.0,4
26528680,145.0,5
26634224,20.0,0
26639631,102.0,3
26690388,52.0,0
26740506,51.0,0
26910515,75.0,1
27123967,174.0,6
27132022,86.0,2
27156940,169.0,6
27289254,488.0,9
27306911,135.0,5
27337463,160.0,6
27461996,87.0,2
27466554,119.0,4
27583238,725.0,9
27645716,125.0,4
27699328,170.0,6
27759123,81.0,1
28001503,62.0,0
28042422,190.0,7
28133323,134.0,5
28156491,68.0,0
28216632,89.0,2
28245965,385.0,9
28335156,136.0,5
28544931,156.0,6
28607789,45.0,0
28608801,220.0,7
28758757,220.0,7
28777663,85.0,1
28838800,319.0,8
28843687,290.0,8
28865830,277.0,8
28927010,108.0,3
28960407,201.0,7
28986868,72.0,1
29003338,314.0,8
29026930,106.0,3
29052301,127.0,4
29073142,122.0,4
29098489,119.0,4
29125407,119.0,4
29180843,100.0,3
29187033,90.0,2
29208295,69.0,0
29228806,88.0,2
29301481,319.0,8
29482441,64.0,0
29634104,65.0,0
29657686,96.0,2
29659193,130.0,4
29674621,251.0,8
29678853,69.0,0
29680084,85.0,1
29732553,601.0,9
29791163,394.0,9
29852695,92.0,2
29902436,103.0,3
30043315,206.0,7
30050870,90.0,2
30069015,77.0,1
30103018,532.0,9
30126158,95.0,2
30174581,145.0,5
30183789,53.0,0
30467126,160.0,6
30509573,99.0,2
30530457,271.0,8
30533902,79.0,1
30686620,81.0,1
30914894,313.0,8
31018757,202.0,7
31071936,103.0,3
31072759,69.0,0
31087353,275.0,8
31089456,10.0,0
31194218,96.0,2
31208516,64.0,0
31219623,275.0,8
31241544,151.0,5
31318558,170.0,6
31318559,164.0,6
31318560,113.0,3
31318561,207.0,7
31318562,283.0,8
31318564,293.0,8
31318566,336.0,8
