id,price_usd,price_decile
706494156839410838,266.0,8
707223031567138922,347.0,8
707283217949702436,393.0,9
708626810243307113,499.0,9
709408626307472076,274.0,8
710202128153189712,199.0,7
711402753265928559,82.0,1
712158021471707255,200.0,7
712262301345135292,272.0,8
712284140232798079,294.0,8
712349930202774204,166.0,6
712359823273007794,92.0,2
713172242078826529,45.0,0
713624151554100780,125.0,4
714377701528965422,569.0,9
714670482096384597,325.0,8
715114759668615418,96.0,2
715313764611581951,174.0,6
715378065890700582,133.0,5
717338236140443946,82.0,1
717877485430444519,94.0,2
718051160607923605,221.0,7
718069047508654436,89.0,2
719605170711816265,211.0,7
720161564831875605,290.0,8
720169989167279784,70.0,0
720494975110782197,100.0,3
720952782993284483,69.0,0
722079813111451075,227.0,7
722082045108955258,251.0,8
722239695102639642,86.0,2
722503811840502032,116.0,4
724499520908533591,154.0,5
724812786793812111,87.0,2
726890842389291587,313.0,8
727557284655130228,324.0,8
727716425054670664,189.0,6
728068126846472435,53.0,0
729554998945769967,160.0,6
729883698713955634,234.0,7
730427233403003806,88.0,2
731826340233671263,173.0,6
731985170250976258,186.0,6
732068531393078498,112.0,3
735578419438653716,98.0,2
736295621510170074,175.0,6
739116609943778306,1492.0,9
739222634773710782,110.0,3
739340943221084317,80.0,1
739776038240648327,204.0,7
740808604549304446,105.0,3
742265784665629640,250.0,8
742643748995522886,149.0,5
743517816016987005,121.0,4
745583253920309322,577.0,9
745647738527624779,129.0,4
746222250886022872,50.0,0
747048050097929410,95.0,2
747937797086662089,96.0,2
750218471903867145,189.0,6
750526187830005720,184.0,6
750564384185817629,245.0,7
750662610827372615,52.0,0
751419245457888371,109.0,3
752174290794940635,229.0,7
753640610205687012,80.0,1
754895013944592964,71.0,1
755933245094974115,45.0,0
755952376148639107,132.0,4
756373781930465840,347.0,8
757898715723200984,463.0,9
760165895117553641,213.0,7
760907034908557093,77.0,1
760958043751310639,102.0,3
761515523247022201,138.0,5
761718230870384077,300.0,8
761734836187738677,154.0,5
762408080060331673,125.0,4
763694852078964309,198.0,7
764652071728217097,150.0,5
765205166812515394,256.0,8
765323061447346007,314.0,8
766964039883686554,93.0,2
770229270654622365,218.0,7
770869320258914486,175.0,6
771084327839050776,150.0,5
771776079617148623,438.0,9
771793196571267930,171.0,6
773240222646224667,102.0,3
774545010096556204,92.0,2
774781482022487824,86.0,2
775404892024131437,100.0,3
776014861241735902,86.0,2
776745452894507466,146.0,5
779598253679590567,412.0,9
779831052182176019,373.0,9
780141460555894020,400.0,9
781418110690128742,119.0,4
782690732521177969,100.0,3
783200712500479389,236.0,7
783468485250196758,363.0,9
785082616651050507,45.0,0
786308508636297203,90.0,2
786858671294872745,328.0,8
786892739148623801,116.0,4
788284791294189813,168.0,6
789275713131287156,818.0,9
790816914345274713,67.0,0
791273631100844517,140.0,5
792514918043734073,133.0,5
793535631103106347,249.0,8
797666977010512780,75.0,1
801677979931509402,1646.0,9
802359279474337656,199.0,7
802688730710512644,100.0,3
802827603438229708,227.0,7
803707023095655942,123.0,4
803712476358119746,218.0,7
804235967095343482,219.0,7
805942258921052192,429.0,9
806430918323857030,242.0,7
807354529237189568,74.0,1
808755513807830917,96.0,2
808832407323703451,86.0,2
809333299428005644,88.0,2
809620182647254901,278.0,8
811026130816354743,179.0,6
813099815984205443,160.0,6
813906334016229973,160.0,6
814028670818722419,109.0,3
815428632272085329,114.0,3
818359277182559055,239.0,7
821030675435216627,196.0,7
821285421345961579,542.0,9
821947800997638307,125.0,4
823075195848107845,118.0,4
823143613030338927,265.0,8
824582948839792664,111.0,3
825261368700959639,99.0,2
825357042765109909,78.0,1
825415053290113653,217.0,7
826162182781186712,139.0,5
827415644569762331,95.0,2
827599653801923303,113.0,3
828957064823370406,106.0,3
829202459815400479,310.0,8
829737607287146165,105.0,3
830456448676584755,60.0,0
830546863527097176,160.0,6
831250943446647268,82.0,1
831443447835778403,130.0,4
831847179747729654,136.0,5
831978562322702951,84.0,1
831980203296811461,84.0,1
834188475826652543,411.0,9
835485143685646452,120.0,4
836224189571898631,208.0,7
837617435139917268,109.0,3
839353043419162021,85.0,1
839701869911797731,72.0,1
840119666770919275,77.0,1
840607331908560244,101.0,3
840712325040919020,290.0,8
841304513878963200,190.0,7
841455744807692982,101.0,3
842577056486051421,148.0,5
842651523753576308,160.0,6
843579221824479246,53.0,0
844068528153943411,154.0,5
844886538694387858,77.0,1
846986376815412901,137.0,5
847122003938479347,242.0,7
847297156579855046,89.0,2
850666818338598615,108.0,3
852753902699444231,43.0,0
852986934018677953,68.0,0
853531231228833355,130.0,4
854269178753370152,111.0,3
854464602254373850,94.0,2
856550832635722499,125.0,4
856678083000821060,86.0,2
857164271085722596,374.0,9
857427415890334878,72.0,1
857918213730778256,97.0,2
858068027873898251,27.0,0
858068395098620771,213.0,7
858778017596263853,175.0,6
858889058897346588,92.0,2
859272629345608670,122.0,4
859278740184118442,157.0,6
859477116752256153,59.0,0
860118544528692769,183.0,6
860214814961263869,95.0,2
861562729483207247,215.0,7
861784147951896334,115.0,4
862395904656281056,115.0,4
863122077574641935,240.0,7
863668175659514649,545.0,9
863843775999116073,1043.0,9
864330520311480547,225.0,7
864662791083152036,90.0,2
865225666104756420,97.0,2
866570797047292576,117.0,4
866760195768806468,205.0,7
867993338712158581,119.0,4
868082230911607347,755.0,9
868699412050432804,189.0,6
869384351246628871,179.0,6
870527312327340177,88.0,2
870889896669576615,120.0,4
871730633283379525,72.0,1
872328403142933403,100.0,3
873745990637321415,146.0,5
873800024931120764,130.0,4
873874443853153665,201.0,7
874686282814242987,130.0,4
874724845616921931,421.0,9
874725103753806598,109.0,3
874725704041286705,109.0,3
875400629375636096,90.0,2
876689830803378456,70.0,0
876812545083823268,275.0,8
877423132566054942,295.0,8
877551972813715839,205.0,7
878022456989537209,196.0,7
878342497859586024,140.0,5
878345113794797280,145.0,5
878869172354794212,204.0,7
879109424040368993,77.0,1
879184902656869741,125.0,4
879677616363290344,95.0,2
881166181186050929,115.0,4
882561956783087793,307.0,8
884013514535350819,151.0,5
884613041906381054,109.0,3
884908539438212086,121.0,4
886378373066837454,241.0,7
886871167668195765,75.0,1
887061719314888767,105.0,3
888296287022908459,102.0,3
888360812984921293,190.0,7
888656865890341217,95.0,2
889694157859022963,90.0,2
889935277414203190,269.0,8
890084442453802553,211.0,7
890768353337358362,90.0,2
891353208032146142,65.0,0
891567522553682064,397.0,9
892020508004232135,91.0,2
892113107850098005,156.0,6
892716929803333450,404.0,9
892744973488950593,339.0,8
892761823089767349,149.0,5
893438632455160707,119.0,4
893716421577154531,952.0,9
895837214785840282,110.0,3
896232345865509396,239.0,7
896399886172098431,94.0,2
896899207791125247,289.0,8
896992738466574153,75.0,1
897053305111664749,45.0,0
897714614763558618,293.0,8
897738408951536733,293.0,8
898803034016367682,441.0,9
899212092415626033,40.0,0
900105062585449125,88.0,2
900137614649229914,74.0,1
901439717910084309,76.0,1
902039232279530268,1133.0,9
902043056459773980,866.0,9
903486801540157597,311.0,8
905061136653144135,974.0,9
905154333114072297,177.0,6
905154358245611560,181.0,6
905154383393409495,174.0,6
905154408774749090,175.0,6
905154459106096953,167.0,6
906558735828371317,101.0,3
907136929576085999,67.0,0
907311721592352305,120.0,4
907970414270132974,169.0,6
908463326021223147,67.0,0
908515528408361637,160.0,6
909430637865426557,273.0,8
910075730457319527,50.0,0
910236251610012703,99.0,2
910246575940347861,75.0,1
911446741074991676,461.0,9
912266648636837241,149.0,5
912519329404994614,37.0,0
912548857441480143,71.0,1
912556149336364754,91.0,2
912556709616696491,139.0,5
913558500955052687,83.0,1
913639609236218890,424.0,9
913737146291379712,75.0,1
914459090622383604,129.0,4
914485386467874668,75.0,1
915084960312092772,96.0,2
915365547791555861,337.0,8
916716228670191811,450.0,9
916890386805703130,130.0,4
917522748571398471,206.0,7
918907030463472865,40.0,0
919001786154332854,70.0,0
919679227749204195,155.0,5
920157313941291970,151.0,5
920404797652866756,347.0,8
920404826869152671,363.0,9
920404851897057844,335.0,8
920413920053955949,230.0,7
921731934713652513,59.0,0
921849366931019999,167.0,6
921976393482779982,218.0,7
923210724512697789,110.0,3
924646883925954105,140.0,5
925223043414842459,174.0,6
927578061672342952,355.0,9
929079995393281579,135.0,5
929106155344380274,135.0,5
931228431205741838,172.0,6
933290625920870944,175.0,6
934235942108626439,197.0,7
934235976511164442,484.0,9
934254178274913102,636.0,9
934254553856369722,595.0,9
934255592855102634,696.0,9
934256042476670989,792.0,9
934275202717613061,71.0,1
937635084114386852,126.0,4
937739898532382078,80.0,1
937765096957535160,104.0,3
938308796750327498,186.0,6
939852912388913682,173.0,6
940440797741865839,79.0,1
940492283292597065,115.0,4
941181143521798221,170.0,6
941405417225779197,150.0,5
941986228114776472,240.0,7
942157457050611710,317.0,8
942839218482237117,154.0,5
942858349908946356,99.0,2
943254648335275963,110.0,3
943631586247465070,100.0,3
944099436117551075,39.0,0
944814894478944448,106.0,3
945648970226298157,89.0,2
946245466416766945,149.0,5
946942152314059431,473.0,9
947603156471550068,104.0,3
947655534552526991,119.0,4
949142116052615875,86.0,2
949160817922917345,200.0,7
949938972628207213,558.0,9
949958386396884561,77.0,1
950016635621275606,159.0,6
950041853346200508,185.0,6
950052276023928506,346.0,8
950175437910794894,177.0,6
951995612084594204,149.0,5
952876845906063521,799.0,9
952889664707070763,188.0,6
954199869409361501,121.0,4
955233639796735067,36.0,0
955256297236854785,57.0,0
955272334235306587,400.0,9
956136699566538884,218.0,7
956404664058927153,99.0,2
956737871290842094,224.0,7
958536556489455533,60.0,0
958541071883618998,83.0,1
958767950041380450,378.0,9
959293048175371033,113.0,3
959431087080377518,246.0,8
960090157496125101,164.0,6
961534676926744397,100.0,3
962165832798178895,400.0,9
962421606426356360,57.0,0
963721505306368285,161.0,6
963824260733841709,79.0,1
964563614460941938,159.0,6
964576233970271176,366.0,9
964677706441318207,139.0,5
965271264541734186,85.0,1
966666297101138788,153.0,5
967615701891020277,179.0,6
968006354295930995,731.0,9
968019910571732803,51.0,0
968211839647559972,100.0,3
968751336227474963,242.0,7
968770924518536928,133.0,5
969525788706336177,180.0,6
970168506820404750,59.0,0
970362065191933500,55.0,0
970921559496889488,237.0,7
971071205108257107,250.0,8
971943099569006967,150.0,5
973945946707624089,105.0,3
974302574899708640,148.0,5
974703050666653931,131.0,4
975211414909665659,124.0,4
975268861656323863,54.0,0
977519015726399290,186.0,6
978886552213942803,155.0,5
978965916068667978,90.0,2
980740092749473740,79.0,1
981163890605149741,54.0,0
981196268342208181,101.0,3
982545032402908815,215.0,7
982844657289641009,150.0,5
982865812494991455,151.0,5
983342780207894845,190.0,7
983418681697230401,183.0,6
983937204393341862,302.0,8
984132157349204072,333.0,8
985362187058829435,200.0,7
985472399990254110,1400.0,9
985603215386469690,76.0,1
985751848271531215,96.0,2
987497194203671899,46.0,0
987729274107863972,173.0,6
989824435216148231,198.0,7
989858144273012695,50.0,0
992627417330266479,100.0,3
992721286990282291,83.0,1
993383922351576836,149.0,5
993577781842464127,99.0,2
994159110756261681,124.0,4
994449417374523129,215.0,7
994811812813340129,297.0,8
995088706348537572,50.0,0
995526459863483646,120.0,4
996270414184195438,171.0,6
997886868932295020,100.0,3
998408541452672847,86.0,2
999943947740090590,93.0,2
1000762258749813139,192.0,7
1002329555901600444,98.0,2
1002955022936612156,406.0,9
1003167972548646535,82.0,1
1003654664710367771,54.0,0
1003657966231423372,65.0,0
1008772230903306548,54.0,0
1009696350646566156,128.0,4
1011539622945987023,155.0,5
1011646740978772855,126.0,4
1011756765325293519,168.0,6
1013940615100135123,150.0,5
1013949858008669237,240.0,7
1016640853512861175,164.0,6
1017293471564733475,850.0,9
1018385414175209461,108.0,3
1018982479207111681,103.0,3
1019750955436579079,90.0,2
1021620037926112815,1160.0,9
1021851047276536648,78.0,1
1022048086717209299,33.0,0
1023053614954754762,285.0,8
1023111129937009121,178.0,6
1023985121498242862,179.0,6
1024008343348248280,490.0,9
1024933602083067392,97.0,2
1025273862003028720,328.0,8
1026011586961386844,164.0,6
1026663761984876970,90.0,2
1029022545889038824,120.0,4
1029934508668716956,313.0,8
1031377966614697036,50.0,0
1034333306104698250,105.0,3
1037137814691368924,91.0,2
1037137838814503708,91.0,2
1038369050294244492,198.0,7
1042076183667479199,121.0,4
1042298260025618001,100.0,3
1045930442276845410,120.0,4
1046996332735534663,99.0,2
